date,village,port,ground,sex,dml,tl,weight,lat,lon
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,F,15,103,1.36,-8.397738,39.2807041
2018-02-27,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,12,68,0.67,-8.3977731,39.2807855
2017-12-22,Songosongo,Pembeni,IMBI,F,9,58,0.73,-6.8697843,39.2545519
2018-01-19,Jibondo,WALANI,LWALA,F,12,75,0.625,-7.9734177,39.7280679
2018-01-20,Songosongo,Funguni,IMBI,M,14,105,2.365,-8.523331,39.5030188
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,11,76,0.56,-7.9734177,39.7280679
2017-12-27,Jibondo,WALANI,MCHANGA NYUMA,M,9,70,0.515,-6.7418302,39.1662344
2018-01-20,Songosongo,Funguni,BANYANI,F,12,80,0.68,-8.5262868,39.5085921
2018-02-20,Somanga,Mbuyuni,MZIWAJI,F,18,11,1.99,-8.3751234,39.2737873
2018-01-30,Somanga,Mbuyuni,BANDA MRIMA,F,12,90,1.21,-8.3914225,39.2825083
2018-03-10,Jibondo,WALANI,LWALA,M,10,77,0.5,-7.9189665,39.6652921
2017-12-23,Jibondo,WALANI,MCHANGA NYUMA,F,11,73,0.655,-7.9734425,39.7283671
2018-02-27,Somanga,Mbuyuni,MWAMBA MKUU,F,14,77,1.007,-8.3977032,39.2806454
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,F,13,94.5,1.145,-7.9734177,39.7280679
2017-12-22,Songosongo,Pembeni,IMBI,F,9,55,0.46,-8.9042266,39.5065751
2018-01-16,Somanga,Mbuyuni,KIJAMBA CHA WEMBE,F,16,122,2.865,-8.397738,39.2807041
2018-01-15,Somanga,Mbuyuni,BANIANI,F,18,133,2.19,-8.4216475,39.2752449
2018-02-20,Jibondo,WALANI,MCHANGA NYUMA,F,11.5,75,0.5,-7.9191242,39.6653364
2018-02-02,Songosongo,Pembeni,IMBI,M,15,88,1.85,-8.5288861,39.5049326
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,10,70.5,0.55,-7.9733438,39.7279197
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,12,90,0.745,-7.9206724,39.666814
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,16.5,149,4.6,-7.9158093,39.6542357
2018-01-15,Songosongo,MBUYUNI,MACHANGE,F,13,77,0.535,-8.397738,39.2807041
2018-01-03,Songosongo,Pembeni,IMBI,M,9,49,0.505,-8.5252273,39.5026941
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,M,10,66,0.765,-8.3978381,39.280793
2018-01-19,Jibondo,WALANI,KITUTIA,M,13.5,108,2.215,-7.9734177,39.7280679
2018-01-17,Songosongo,FUNGUNI,NYAMAMBI,M,19,105,3.71,-8.5129912,39.497275
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,12.5,79,0.87,-7.9734177,39.7280679
2018-01-30,Somanga,Mbuyuni,MWAMBA MKUU,M,10,66,0.595,0,0
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,9,57,0.59,-7.9158093,39.6542357
2017-12-27,Bwejuu,Kusini,NYAMALILE,M,18.5,124,3.565,-6.7412701,39.1636337
2018-02-14,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,16,99,0.52,-8.3978381,39.280793
2018-02-15,Songosongo,Pembeni,IMBI,F,13,80,1.625,-8.5234331,39.503162
2018-03-03,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,12,70,0.732,-8.3913458,39.2831572
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,13,103,1.25,-7.9191335,39.6653093
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,10.5,79,0.85,-7.9733438,39.7279197
2018-01-18,Songosongo,FUNGUNI,IMBI,M,10,77,0.84,-8.5137787,39.4953347
2018-01-17,Somanga,Mbuyuni,MZIWAJI,F,15,76,0.765,-8.397738,39.2807041
2018-01-18,Jibondo,WALANI,KITUTIA,M,11,98,1.025,-7.9734177,39.7280679
2018-01-03,Jibondo,WALANI,LWALA,M,14,98,1.065,-7.9733902,39.7280478
2017-12-19,Bwejuu,Kusini,Vijambani,M,9.5,60,0.555,-7.9172264,39.6585774
2017-12-18,Somanga,Mbuyuni,MAKATONI,M,19,120,4.24,-8.3997946,39.2795878
2018-01-04,Songosongo,Pembeni,IMBI,F,11,61,0.66,-8.5232028,39.5028723
2018-01-16,Somanga,Mbuyuni,CHOCHA,F,12,75,0.625,-8.3883685,39.2807751
2018-01-16,Songosongo,FUNGUNI,BANYANI,F,16,140,1.65,-8.5266447,39.5102086
2018-03-01,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,F,15,79,1.291,0,0
2017-12-21,Bwejuu,Kusini,KAULE,M,8,61,0.41,-7.916452,39.6589407
2018-01-18,Songosongo,FUNGUNI,IMBI,F,16,103,1.08,-8.5137787,39.4953347
2018-02-26,Bwejuu,Kusini,NYAMALILE,F,7,60,0.645,-7.9160826,39.6542357
2018-01-16,Somanga,Mbuyuni,MAKATONI,F,13,96,0.935,-8.397738,39.2807041
2018-01-05,Jibondo,WALANI,LWALA,F,9,61,0.335,-7.9733902,39.7280478
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,F,10,67,0.5,-7.9756325,39.7500807
2018-01-31,Songosongo,PEMBENI,IMBI,F,9,92,1.08,-8.5233808,39.503087
2017-12-29,Bwejuu,Kusini,NYAMALILE,F,14,130,2.95,-7.9164263,39.6588929
2018-01-17,Somanga,Mbuyuni,MZIWAJI,M,10,59,0.9,-8.397738,39.2807041
2018-02-05,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,20,119,3.295,-8.3952889,39.2802368
2017-12-23,Songosongo,Pembeni,NJOVI,F,16,111,1.86,-8.5257726,39.5082688
2018-01-30,Songosongo,Pembeni,IMBI,F,16,115,2.534,-8.5262477,39.5089154
2018-01-20,Songosongo,Funguni,IMBI,F,12,105,1.665,-8.523331,39.5030188
2018-02-02,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,16,92,1.455,-8.3913841,39.2828327
2018-03-06,Songosongo,Pembeni,PWELA,F,11,70,0.985,-8.5287671,39.5052384
2018-03-01,Somanga,Mbuyuni,BANDA,M,11,65,0.575,0,0
2018-02-03,Bwejuu,Kusini,NYAMALILE,F,16,124,2.89,-7.9158093,39.6542357
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,15,97,2.07,-8.5282505,39.4992152
2017-12-19,Bwejuu,Kusini,NYAMALILE,M,13,102,2.015,-7.9172264,39.6585774
2018-02-28,Bwejuu,Kusini,NYAMALILE,F,10,84,1,-7.9160826,39.6542357
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,9,53,0.705,-8.5282505,39.4992152
2018-01-18,Songosongo,Funguni,IMBI,F,18,105,1.88,-8.5137787,39.4953347
2018-01-17,Somanga,Mbuyuni,MWAMBA KARUMBI,M,17,115,1.775,-8.7539461,39.4130324
2018-03-12,Jibondo,WALANI,MCHANGA NYUMA,M,8,55,0.25,-7.9190966,39.6652922
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,11,80,0.55,-7.9733438,39.7279197
2018-01-04,Jibondo,WALANI,LWALA,M,13,79,1.5,-7.9733902,39.7280478
2017-12-21,Songosongo,Pembeni,PWELA,F,12,81,0.73,-8.5266838,39.5098853
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,F,11.5,87,0.875,-7.9734177,39.7280679
2018-02-13,Somanga,Mbuyuni,MZIWAJI,M,24,126,3.53,-8.3978381,39.280793
2018-03-06,Songosongo,Pembeni,PWELA,F,9,51,0.675,-8.5287671,39.5052384
2018-02-04,Songosongo,Pembeni,IMBI,F,12,71,0.775,-8.5234117,39.5031302
2018-03-04,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,22,119,2.572,-8.3880438,39.2814612
2018-01-15,Songosongo,FUNGUNI,NYAMAMBI,F,12,76,0.995,-8.5232273,39.5029003
2018-02-18,Jibondo,WALANI,LWALA,M,11,78,1,-7.9191335,39.6653093
2018-01-16,Somanga,Mbuyuni,CHOCHA,M,17,115,1.755,-8.3883685,39.2807751
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA MACHANGE,F,13,76,0.73,-8.3978381,39.280793
2018-02-15,Somanga,Mbuyuni,UNIDENTIFIED - KILWA,F,14,90,1,-8.3978381,39.280793
2018-02-01,Songosongo,Pembeni,IMBI,M,12,85,0.865,-8.5262477,39.5089154
2018-01-07,Songosongo,Pembeni,IMBI,M,13,100,2.135,-8.526368,39.5102086
2018-01-14,Jibondo,WALANI,MCHANGA NYUMA,F,11,83,0.64,-7.9187966,39.661654
2018-03-01,Somanga,Mbuyuni,BANDA,F,13,73,0.83,0,0
2018-01-15,Songosongo,MBUYUNI,MACHANGE,F,10,58,0.055,-8.397738,39.2807041
2018-02-05,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,20,128,3.295,-8.3881639,39.2819635
2017-12-29,Bwejuu,Kusini,NYAMALILE,F,11,96,1.165,-7.9141966,39.6613141
2018-01-17,Somanga,Mbuyuni,CHOCHA,F,14,94,1.9,-8.397738,39.2807041
2018-02-11,Jibondo,WALANI,MCHANGA NYUMA,F,9.5,66,0.45,-7.9741512,39.7295034
2018-01-03,Jibondo,WALANI,LWALA,M,9,67,0.39,-7.9733902,39.7280478
2018-02-15,Somanga,Mbuyuni,UNIDENTIFIED - KILWA,F,17,111,1.901,-8.3978381,39.280793
2018-02-28,Bwejuu,Kusini,NYAMALILE,F,11,87,0.7,-7.9160826,39.6542357
2018-03-02,Somanga,Mbuyuni,MWAMBA MKUU,M,13,68,0.75,-8.3910776,39.2854286
2017-12-18,Somanga,Mbuyuni,MAKATONI,F,10,70,0.645,-8.3997946,39.2795878
2018-01-04,Songosongo,Pembeni,IMBI,M,8,54,0.405,-8.5232028,39.5028723
2018-02-26,Bwejuu,Kusini,NYAMALILE,F,12,80,1.02,-7.9160826,39.6542357
2018-01-30,Bwejuu,Kusini,NYAMALILE,F,15,106,1.52,-7.9158093,39.6542357
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,9,86,0.51,-7.9190075,39.6653273
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,M,9,68,0.4,-7.9190966,39.6652922
2018-01-03,Jibondo,WALANI,LWALA,F,10,82,0.625,-7.9733902,39.7280478
2018-01-20,Songosongo,Funguni,IMBI,M,9,78,0.815,-8.523331,39.5030188
2018-02-05,Songosongo,Pembeni,PUPU,M,13,87,1.215,-8.5253640999999991,39.5030094
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,11,72,0.6,-7.9733438,39.7279197
2018-01-15,Songosongo,FUNGUNI,NYAMAMBI,M,11,70,0.445,-8.5232273,39.5029003
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,F,11,73,0.815,-7.9734177,39.7280679
2018-01-21,Bwejuu,Kusini,NYAMALILE,M,13,95,1.505,-7.9194154,39.6658465
2018-02-18,Somanga,Mbuyuni,KARUMBI KUBWA,F,10,59,0.5,-8.3978381,39.280793
2018-02-26,Bwejuu,Kusini,NYAMALILE,M,11,79,0.9,-7.9160826,39.6542357
2018-01-14,Songosongo,Pembeni,IMBI,F,17,110,1.695,-8.5252603,39.5027571
2018-01-16,Somanga,Mbuyuni,MAKATONI,F,17,116,1.975,-8.397738,39.2807041
2018-02-20,Somanga,Mbuyuni,KOROBA,F,13,70,0.99,-8.3977731,39.2807855
2018-02-28,Bwejuu,Kusini,NYAMALILE,F,16,152,3.6,-7.9160826,39.6542357
2018-01-20,Jibondo,WALANI,MCHANGA NYUMA,F,7,57,0.375,-7.9733466,39.7279827
2018-01-05,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,15,85,2.115,-8.5257726,39.5082688
2018-01-07,Songosongo,Pembeni,PUPU,F,12,76,0.87,-8.5253303,39.5027721
2018-02-02,Songosongo,Pembeni,IMBI,M,13,87,1.075,-8.5265244,39.5089154
2018-01-19,Jibondo,WALANI,KITUTIA,F,10,76,0.64,-7.9734177,39.7280679
2018-02-02,Songosongo,Pembeni,IMBI,M,16,87,1.65,-8.5303587,39.5092387
2018-01-15,Songosongo,FUNGUNI,BANYANI,M,16,82,1.675,-8.5232273,39.5029003
2018-01-07,Songosongo,Pembeni,IMBI,F,23,117,4.11,-8.5253303,39.5027721
2018-01-16,Somanga,Mbuyuni,CHOCHA,F,11,74,0.565,-8.3883685,39.2807751
2018-01-16,Songosongo,FUNGUNI,NYAMAMBI,F,10,69,0.615,-8.5260493,39.5082688
2018-02-05,Songosongo,Pembeni,PUPU,M,13,88,1.3,-8.5234063,39.5031224
2018-01-21,Bwejuu,Kusini,NYAMALILE,M,10,72,0.615,-7.9194154,39.6658465
2017-12-19,Bwejuu,Kusini,NYAMALILE,F,10.5,73,0.615,-7.916452,39.6589407
2017-12-27,Bwejuu,Kusini,NYAMALILE,M,16,100,2.295,-6.7412701,39.1636337
2018-02-12,Jibondo,WALANI,MCHANGA NYUMA,M,18,128,3.015,-7.9746529,39.7333336
2018-02-03,Bwejuu,Kusini,NYAMALILE,F,13,73,1.675,-7.9158093,39.6542357
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,11,68,0.56,-8.3926445,39.2815348
2018-01-14,Songosongo,Pembeni,IMBI,F,12,99,1.135,-8.5252603,39.5027571
2018-03-07,Songosongo,Pembeni,PWELA,M,13,63,0.75,-8.5287671,39.5052384
2018-01-09,Songosongo,Pembeni,IMBI,F,8,55,0.78,-8.528925,39.5047433
2018-01-01,Jibondo,WALANI,MCHANGA NYUMA,M,10,73,0.43,-7.9733938,39.7280458
2018-01-03,Jibondo,WALANI,LWALA,F,9,56,0.43,-7.9733902,39.7280478
2018-01-30,Songosongo,Pembeni,IMBI,M,11,67,0.684,-8.5262477,39.5089154
2018-03-10,Jibondo,WALANI,MCHANGA NYUMA,M,11,66,0.6,-7.9756325,39.7500807
2018-01-05,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,14,99,2.635,-8.5257726,39.5082688
2018-02-04,Somanga,Mbuyuni,MZIWAJI,M,19,110,2.12,-8.3881779,39.2818593
2018-01-16,Songosongo,FUNGUNI,SONGOSONGO,M,16,99,1.29,-8.5260493,39.5082688
2017-12-24,Jibondo,WALANI,MCHANGA NYUMA,F,10.5,73,0.845,-7.9734425,39.7283671
2018-01-22,Somanga,Mbuyuni,PWAYASI,F,19,124,2.001,-8.3916141,39.2808858
2018-01-30,Songosongo,Pembeni,IMBI,M,13,65,0.755,-8.5269214,39.5102086
2018-01-06,Jibondo,WALANI,MCHANGA NYUMA,F,11,62,0.615,-7.9212189,39.666814
2018-03-12,Jibondo,WALANI,MCHANGA NYUMA,F,9,66,0.5,-7.9190966,39.6652922
2018-01-07,Songosongo,Pembeni,IMBI,F,13,99,1.43,-8.526368,39.5102086
2018-01-16,Jibondo,WALANI,MCHANGA NYUMA,M,12,80,0.755,-7.9734177,39.7280679
2017-12-22,Songosongo,Pembeni,IMBI,M,14.5,108,2.055,-6.870244,39.2246155
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,11,74,0.695,-8.5260493,39.5082688
2018-01-16,Somanga,Mbuyuni,MACHANGE,M,13,90,1.1,-8.4216475,39.2752449
2018-01-04,Songosongo,Pembeni,IMBI,F,12,87,0.985,-8.5232028,39.5028723
2018-01-23,Somanga,Mbuyuni,KARUMBI KUBWA,M,16,124,2.001,-8.3916141,39.2808858
2018-01-31,Somanga,Mbuyuni,BANDA MRIMA,M,14,97,1.05,-8.3911159,39.2851041
2018-01-03,Songosongo,Pembeni,IMBI,F,10,59,0.72,-8.5232028,39.5028723
2018-01-04,Jibondo,WALANI,LWALA,M,11,85,0.875,-7.9733902,39.7280478
2018-02-05,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,20,128,3.295,-8.3937698,39.2805336
2018-01-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,14,108,2.12,-8.3926445,39.2815348
2018-02-20,Somanga,Mbuyuni,KOROBA,M,20,110,1.12,-8.3977731,39.2807855
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,F,12,92,1.015,-7.9733438,39.7279197
2017-12-19,Bwejuu,Kusini,NYAMALILE,F,13,104,1.756,-7.916452,39.6589407
2018-02-17,Somanga,Mbuyuni,KARUMBI KUBWA,M,15,102,1.43,-8.3978381,39.280793
2018-01-05,Songosongo,Pembeni,IMBI,M,20,109,2.77,0,0
2018-01-03,Songosongo,Pembeni,IMBI,M,11,84,1.35,-8.5232028,39.5028723
2018-01-05,Jibondo,WALANI,LWALA,M,14,91,1.075,-7.9733902,39.7280478
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,M,17,111,2.76,-8.523117,39.5027721
2017-12-22,Songosongo,Pembeni,IMBI,F,11,76,1.136,-6.8697843,39.2545519
2017-12-19,Bwejuu,Kusini,NYAMALILE,M,15.5,110,2.65,-7.916452,39.6589407
2018-02-02,Songosongo,Pembeni,IMBI,F,11,60,0.545,-8.5265244,39.5089154
2017-12-31,Bwejuu,Kusini,NYAMALILE,M,12,115,1.79,-7.9163194,39.6545582
2018-02-12,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,M,12,72,0.685,-8.3978381,39.280793
2018-03-01,Somanga,Mbuyuni,BANDA,M,18,110,1.705,-8.3977032,39.2806454
2018-01-16,Songosongo,FUNGUNI,NYAMAMBI,M,18,102,2.905,-8.5260493,39.5082688
2018-01-19,Jibondo,WALANI,KITUTIA,F,7.5,61,0.395,-7.9734177,39.7280679
2018-02-02,Somanga,Mbuyuni,MCHANGA MUOVU,M,19,144,2.895,-8.3913841,39.2828327
2018-02-03,Somanga,Mbuyuni,MWAMBA JAHAZI,M,20,128,2.171,-8.3926445,39.2815348
2018-01-03,Songosongo,Pembeni,IMBI,F,10,62,0.74,-8.5232028,39.5028723
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,17,95,1.539,-8.3903068,39.2802368
2018-01-14,Songosongo,Pembeni,IMBI,F,10,57,0.595,-8.5232831,39.5029609
2018-01-17,Jibondo,WALANI,MCHANGA NYUMA,F,11,65,0.705,-7.9734177,39.7280679
2018-02-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,12,70,0.713,-8.3978381,39.280793
2018-01-21,Bwejuu,Kusini,NYAMALILE,M,14.5,122,2.14,-7.9194154,39.6658465
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,10,60,0.69,-7.9158093,39.6542357
2018-01-20,Songosongo,Funguni,IMBI,F,18,97,1.53,-8.523331,39.5030188
2018-02-14,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,17,110,1.9,-8.3978381,39.280793
2018-01-15,Jibondo,WALANI,MCHANGA NYUMA,F,11,83,0.69,-7.9734177,39.7280679
2018-01-17,Somanga,Mbuyuni,CHOCHA,F,16,83,1.2,-8.397738,39.2807041
2018-02-26,Bwejuu,Kusini,NYAMALILE,M,10,113,1.445,-7.9160826,39.6542357
2018-02-02,Songosongo,Pembeni,IMBI,M,18,96,3.18,-8.5288861,39.5049326
2018-01-03,Jibondo,WALANI,LWALA,F,8,54,0.405,-7.9733902,39.7280478
2017-12-18,Somanga,Mbuyuni,WEMBE KUBWA,F,14,96,1.3,-8.3989641,39.2795878
2018-02-03,Bwejuu,Kusini,NYAMALILE,M,10,67,0.725,-7.9158093,39.6542357
2018-01-30,Bwejuu,Kusini,NYAMALILE,F,12,77,0.705,-7.9158093,39.6542357
2018-01-20,Songosongo,Funguni,IMBI,F,10,97,1.31,-8.523331,39.5030188
2018-02-17,Jibondo,WALANI,MCHANGA NYUMA,M,9,78,0.595,-7.9190075,39.6653273
2018-01-07,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,F,10,67,0.595,-8.5282505,39.4992152
2018-01-16,Somanga,Mbuyuni,MAKATONI,M,16,111,1.44,-8.397738,39.2807041
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,16,100,1.222,-8.3903068,39.2802368
2018-01-04,Bwejuu,Kusini,NYAMALILE,F,9,98,1.025,-7.9163194,39.6545582
2017-12-27,Bwejuu,Kusini,NYAMALILE,M,9,53,0.565,-6.7412701,39.1636337
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,12,67,0.95,-8.3879394,39.2815348
2018-03-01,Somanga,Mbuyuni,BANDA,M,16,87,1.531,-8.3977032,39.2806454
2018-01-31,Songosongo,Pembeni,IMBI,F,10,64,0.9,-8.5262477,39.5089154
2018-02-05,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,21,120,3.51,-8.3952889,39.2802368
2017-12-30,Jibondo,WALANI,MCHANGA NYUMA,F,9,62,0.3,-7.9733938,39.7280458
2018-03-10,Jibondo,WALANI,LWALA,M,9,61,0.5,-7.9189665,39.6652921
2018-03-05,Somanga,Mbuyuni,MZIWAJI,M,13,78,0.845,-8.3903068,39.2802368
2018-03-06,Songosongo,Pembeni,PWELA,F,17,99,1.18,-8.5287671,39.5052384
2018-01-19,Jibondo,WALANI,LWALA,F,11,80,0.795,-7.9190224,39.6653336
2017-12-21,Bwejuu,Kusini,KAULE,F,7,44,0.202,-7.916452,39.6589407
2018-02-28,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,F,13,76,0.57,-8.3977153,39.2806424
2017-12-21,Bwejuu,Kusini,KAULE,F,8,70,0.51,-7.9141756,39.6613942
2018-03-02,Somanga,Mbuyuni,CHAMBA CHA SELEMANI,F,16,93,1.035,-8.3913458,39.2831572
2018-02-16,Somanga,Mbuyuni,CHAMBA CHA CHOCHA,M,10,63,0.601,-8.3978381,39.280793
2018-01-05,Songosongo,Pembeni,MWAMBA WA KATI - SONGO,M,12,78,2.28,-8.5257726,39.5082688
2018-01-20,Songosongo,Funguni,IMBI,F,12,100,1.67,-8.523331,39.5030188
