species,total_length,weight
Stolo,68,1.93
Stolo,80,2.9
Stolo,75,2.45
Stolo,82,3.45
Stolo,78,2.91
Stolo,90,4.65
Stolo,70,1.8
Stolo,81,3.12
Stolo,80,3.1
Stolo,79,3.2
Stolo,87,4.03
Stolo,80,3.24
Stolo,83,3.64
Stolo,79,2.95
Stolo,70,1.97
Stolo,93,5.24
Stolo,78,2.78
Stolo,79,2.8
Stolo,75,2.4
Stolo,72,1.97
Stolo,81,3.37
Stolo,72,2.05
Stolo,75,2.34
Stolo,71,2.23
Stolo,80,2.98
Stolo,79,1.77
Stolo,58,1.14
Stolo,69,1.9
Stolo,73,2.17
Stolo,61,1.37
Stolo,75,2.5
Stolo,72,2.26
Stolo,74,2.51
Stolo,83,3.25
Stolo,72,2.08
Stolo,70,2.03
Stolo,90,4.2
Stolo,78,2.92
Stolo,75,2.36
Stolo,80,3.03
Stolo,75,2.53
Stolo,75,2.54
Stolo,81,3.05
Stolo,74,2.41
Stolo,80,3
Stolo,72,2.07
Stolo,78,2.67
Stolo,81,3.31
Stolo,71,2.08
Stolo,80,2.03
Stolo,75,2.48
Stolo,72,2.05
Stolo,83,2.2
Stolo,79,2.75
Stolo,81,3.07
Stolo,79,2.89
Stolo,71,2.13
Stolo,67,1.87
Stolo,81,3.1
Stolo,91,4.43
Stolo,72,2.19
Stolo,77,2.58
Stolo,72,1.95
Stolo,70,1.88
Stolo,77,2.76
Stolo,73,2.06
Stolo,68,1.65
Stolo,73,2.3
Stolo,85,3.74
Stolo,74,2.52
Stolo,80,2.97
Stolo,71,2.16
Stolo,81,3.06
Stolo,78,2.85
Stolo,78,3.08
Stolo,85,3.66
Stolo,62,1.58
Stolo,53,0.93
Stolo,82,3.23
Stolo,70,1.94
Stolo,68,1.79
Stolo,69,1.97
Stolo,83,3.55
Stolo,82,3.25
Stolo,66,1.65
Stolo,80,3.34
Stolo,81,3.24
Stolo,58,1.18
Stolo,75,2.3
Stolo,90,4.11
Stolo,71,2.14
Stolo,85,3.89
Stolo,74,2.43
Stolo,68,1.81
Stolo,73,2.25
Stolo,88,4.23
Stolo,92,4.3
Stolo,85,3.3
Stolo,84,3.15
Stolo,86,4.13
Stolo,91,4.52
Stolo,88,3.93
Stolo,82,3.28
Stolo,84,3.4
Stolo,89,4.27
Stolo,98,4.3
Stolo,84,3.63
Stolo,77,2.76
Stolo,83,3
Stolo,86,4.28
Stolo,86,3.69
Stolo,82,3.28
Stolo,73,2.37
Stolo,80,2.86
Stolo,83,3.5
Stolo,85,3.22
Stolo,78,2.76
Stolo,82,2.99
Stolo,86,3.73
Stolo,84,3.44
Stolo,85,3.18
Stolo,82,3.03
Stolo,88,3.95
Stolo,85,3.38
Stolo,80,3.17
Stolo,83,3.53
Stolo,81,3.55
Stolo,86,3.95
Stolo,83,3.39
Stolo,81,2.98
Stolo,82,3.05
Stolo,81,2.8
Stolo,74,2.16
Stolo,78,2.48
Stolo,88,4.16
Stolo,86,3.59
Stolo,86,3.7
Stolo,80,2.61
Stolo,81,2.84
Stolo,88,4.44
Stolo,77,2.65
Stolo,85,3.04
Stolo,78,2.63
Stolo,85,3.5
Stolo,81,2.81
Stolo,78,2.71
Stolo,80,2.87
Stolo,78,2.81
Stolo,98,4.36
Stolo,72,2.33
Stolo,68,1.79
Stolo,77,2.88
Stolo,81,3.46
Stolo,90,4.76
Stolo,85,3.98
Stolo,80,3.09
Stolo,80,2.93
Stolo,77,2.96
Stolo,82,4.05
Stolo,81,3.66
Stolo,66,1.8
Stolo,86,4.06
Stolo,86,3.89
Stolo,81,3.67
Stolo,82,3.64
Stolo,78,3.13
Stolo,85,3.96
Stolo,83,3.61
Stolo,65,1.43
Stolo,73,2.43
Stolo,75,2.39
Stolo,75,2.89
Stolo,84,3.79
Stolo,73,2.32
Stolo,78,2.85
Stolo,80,2.81
Stolo,90,4.86
Stolo,75,2.34
Stolo,85,2.61
Stolo,73,2.39
Stolo,79,2.84
Stolo,89,4.49
Stolo,80,3.02
Stolo,77,2.83
Stolo,76,2.7
Stolo,72,2.32
Stolo,74,2.48
Stolo,78,3.04
Stolo,70,2.06
Stolo,72,2.94
Stolo,73,2.23
Stolo,73,2.7
Stolo,71,2.5
Stolo,73,2.22
Stolo,62,1.14
Stolo,80,3.27
Stolo,85,3.32
Stolo,75,2.49
Stolo,83,3.1
Stolo,81,3.24
Stolo,75,2.41
Stolo,75,2.61
Stolo,84,3.2
Stolo,82,3.16
Stolo,73,2.29
Stolo,83,3.7
Stolo,81,3.49
Stolo,64,1.45
Stolo,73,2.66
Stolo,80,3.19
Stolo,83,3.43
Stolo,74,2.58
Stolo,77,2.65
Stolo,71,2.13
Stolo,71,2.19
Stolo,73,2.16
Stolo,79,2.81
Stolo,73,2.41
Stolo,86,3.94
Stolo,85,3.7
Stolo,75,2.89
Stolo,81,3.61
Stolo,76,2.4
Stolo,85,3.55
Stolo,82,3.38
Stolo,75,2.75
Stolo,75,2.41
Stolo,83,3.72
Stolo,83,3.16
Stolo,73,2.45
Stolo,76,2.88
Stolo,78,3.61
Stolo,80,3.37
Stolo,71,2.47
Stolo,77,2.5
Stolo,72,2.44
Stolo,82,3.7
Stolo,83,3.8
Stolo,81,3.62
Stolo,84,3.84
Stolo,81,3.1
Stolo,78,3.02
Stolo,83,3.7
Stolo,70,2.18
Stolo,76,2.78
Stolo,70,2.19
Stolo,82,3.58
Stolo,81,3.58
Stolo,78,3.09
Stolo,80,2.9
Stolo,72,2.3
Stolo,85,3.65
Stolo,81,3.34
Stolo,69,1.94
Stolo,75,2.57
Stolo,81,3.24
Stolo,77,3.64
Stolo,86,4.28
Stolo,70,2.08
Stolo,82,3.62
Stolo,80,3.22
Stolo,85,2.6
Stolo,68,1.81
Stolo,69,2.16
Stolo,81,3.5
Stolo,70,2.05
Stolo,67,1.97
Stolo,70,2.32
Stolo,79,2.93
Stolo,73,2.63
Stolo,69,2.19
Stolo,65,1.68
Stolo,73,2.66
Stolo,77,2.95
Stolo,74,2.73
Stolo,73,2.52
Stolo,76,2.95
Stolo,72,2.38
Stolo,72,2.29
Stolo,60,1.48
Stolo,77,3.02
Stolo,74,2.62
Stolo,65,1.77
Stolo,72,2.61
Stolo,69,2.14
Stolo,68,1.9
Stolo,69,1.92
Stolo,63,1.39
Stolo,64,1.71
Stolo,60,1.2
Stolo,67,1.98
Stolo,61,1.31
Stolo,60,1.32
Stolo,70,2.25
Stolo,79,3.28
Stolo,62,1.44
Stolo,52,0.85
Stolo,60,1.37
Stolo,80,3.49
Stolo,71,2.08
Stolo,66,1.74
Stolo,60,1.28
Stolo,59,1.28
Stolo,62,1.49
Stolo,57,1.16
Stolo,57,1.15
Stolo,70,2.13
Stolo,70,2.12
Stolo,64,1.87
Stolo,64,1.6
Stolo,63,1.7
Stolo,63,1.44
Stolo,65,1.66
Stolo,64,1.67
Stolo,69,1.99
Stolo,80,3.27
Stolo,70,2.25
Stolo,68,2.01
Stolo,73,2.28
Stolo,71,2.37
Stolo,73,2.74
Stolo,74,2.34
Stolo,62,1.45
Stolo,77,2.98
Stolo,62,1.45
Stolo,68,2.2
Stolo,66,1.96
Stolo,61,1.48
Stolo,76,3.14
Stolo,78,3.16
Stolo,65,1.72
Stolo,73,2.39
Stolo,74,2.48
Stolo,73,2.45
Stolo,71,2.37
Stolo,68,1.98
Stolo,70,2.23
Stolo,70,2.22
Stolo,67,1.86
Stolo,70,2.17
Stolo,65,1.78
Stolo,54,1.09
Stolo,58,1.38
Stolo,70,2.14
Stolo,50,0.81
Stolo,54,1.03
Stolo,67,1.9
Stolo,67,1.97
Stolo,63,1.49
Stolo,65,1.76
Stolo,67,1.97
Stolo,70,2.19
Stolo,75,2.42
Stolo,90,4.39
Stolo,69,1.93
Stolo,81,3.39
Stolo,88,3.81
Stolo,80,3.28
Stolo,83,3.78
Stolo,80,3.08
Stolo,81,3.3
Stolo,95,5.77
Stolo,80,3.02
Stolo,75,2.57
Stolo,60,1.18
Stolo,80,3.19
Stolo,66,1.6
Stolo,60,1.16
Stolo,55,0.89
Stolo,52,0.87
Stolo,79,2.93
Stolo,85,3.79
Stolo,71,2.02
Stolo,83,3.49
Stolo,80,3.06
Stolo,85,3.7
Stolo,74,2.44
Stolo,81,2.94
Stolo,84,3.84
Stolo,78,3.04
Stolo,81,3.47
Stolo,79,2.41
Stolo,71,1.93
Stolo,84,3.91
Stolo,78,2.69
Stolo,77,2.91
Stolo,86,4.45
Stolo,88,4.31
Stolo,80,3.22
Stolo,86,3.85
Stolo,82,3.89
Stolo,80,3.35
Stolo,76,2.61
Stolo,80,3.19
Stolo,81,3.38
Stolo,72,1.95
Stolo,74,2.46
Stolo,77,2.57
Stolo,84,3.56
Stolo,85,3.77
Stolo,82,3.63
Stolo,88,4.15
Stolo,72,2.35
Stolo,81,3.35
Stolo,85,3.66
Stolo,80,3.11
Stolo,81,3.08
Stolo,79,2.97
Stolo,79,2.94
Stolo,79,2.96
Stolo,77,2.51
Stolo,78,2.69
Stolo,82,3.67
Stolo,72,2.85
Stolo,70,2.09
Stolo,81,3.13
Stolo,80,3.48
Stolo,84,3.53
Stolo,73,2.63
Stolo,85,3.9
Stolo,80,3.11
Stolo,50,0.98
Stolo,45,0.45
Stolo,72,2.3
Stolo,86,4.3
Stolo,86,4.29
Stolo,84,3.96
Stolo,81,3.62
Stolo,85,4.58
Stolo,85,4.56
Stolo,85,4.21
Stolo,85,4.7
Stolo,84,4.05
Stolo,84,3.6
Stolo,91,5.03
Stolo,85,4.35
Stolo,80,3.54
Stolo,82,3.83
Stolo,86,4.19
Stolo,86,4.7
Stolo,82,4.05
Stolo,87,4.66
Stolo,83,3.5
Stolo,87,4.43
Stolo,80,3.3
Stolo,81,3.72
Stolo,90,5.28
Stolo,87,4.48
Stolo,87,4.62
Stolo,82,3.7
Stolo,83,4.14
Stolo,81,3.69
Stolo,83,4.26
Stolo,87,4.17
Stolo,81,3.89
Stolo,83,4.03
Stolo,89,5.17
Stolo,88,4.53
Stolo,83,4.23
Stolo,89,4.82
Stolo,79,3.12
Stolo,83,3.97
Stolo,81,3.57
Stolo,86,4.61
Stolo,86,4.42
Stolo,87,4.58
Stolo,88,4.26
Stolo,83,3.64
Stolo,87,4.44
Stolo,87,4.54
Stolo,78,3.98
Stolo,88,4.75
Stolo,87,4.52
Stolo,84,4.19
Stolo,67,1.95
Stolo,90,5.31
Stolo,88,4.73
Stolo,83,4.4
Stolo,84,4.3
Stolo,80,3.54
Stolo,86,4.54
Stolo,86,4.38
Stolo,84,3.97
Stolo,82,3.88
Stolo,82,3.93
Stolo,83,3.91
Stolo,84,4.18
Stolo,79,3.28
Stolo,84,4.14
Stolo,88,4.49
Stolo,87,4.49
Stolo,89,4.98
Stolo,90,5.02
Stolo,83,3.92
Stolo,83,4.17
Stolo,82,3.79
Stolo,85,4.24
Stolo,94,6.4
Stolo,86,4.52
Stolo,85,4.37
Stolo,84,4.02
Stolo,85,4.25
Stolo,85,4.23
Stolo,85,4.3
Stolo,85,4.15
Stolo,86,4.34
Stolo,86,4.34
Stolo,85,4.21
Stolo,83,4.11
Stolo,86,4.5
Stolo,81,3.82
Stolo,75,2.85
Stolo,81,3.9
Stolo,70,2.41
Stolo,81,3.6
Stolo,69,2.05
Stolo,81,3.88
Stolo,78,3.28
Stolo,68,1.91
Stolo,64,1.55
Stolo,69,2.25
Stolo,71,2.3
Stolo,77,2.92
Stolo,82,3.21
Stolo,72,2.35
Stolo,77,3.18
Stolo,67,1.9
Stolo,68,1.65
Stolo,72,2.42
Stolo,74,2.58
Stolo,68,2.11
Stolo,80,3.23
Stolo,85,4.28
Stolo,78,3.23
Stolo,75,2.81
Stolo,73,2.44
Stolo,70,2.11
Stolo,70,2.14
Stolo,78,3.25
Stolo,50,0.84
Stolo,65,1.83
Stolo,68,1.99
Stolo,82,3.37
Stolo,74,2.41
Stolo,74,2.49
Stolo,81,3.41
Stolo,82,3.87
Stolo,69,1.9
Stolo,78,3.16
Stolo,80,3.28
Stolo,69,1.94
Stolo,74,2.58
Stolo,82,3.85
Stolo,71,3.32
Stolo,67,1.82
Stolo,86,2.71
Stolo,71,2.37
Stolo,75,2.67
Stolo,78,3.25
Stolo,77,3.06
Stolo,70,2.16
Stolo,67,1.92
Stolo,72,2.35
Stolo,72,2.34
Stolo,69,2.07
Stolo,69,1.85
Stolo,77,3.08
Stolo,72,2.08
Stolo,73,2.29
Stolo,74,2.26
Stolo,93,6.2
Stolo,92,5.81
Stolo,91,5.52
Stolo,89,5.09
Stolo,90,5.01
Stolo,95,0.41
Stolo,90,5.48
Stolo,90,5.65
Stolo,90,5.21
Stolo,89,5.61
Stolo,80,3.37
Stolo,90,5.42
Stolo,90,5.27
Stolo,90,6.02
Stolo,90,5.6
Stolo,94,5.62
Stolo,91,5.41
Stolo,93,6.09
Stolo,95,6.62
Stolo,84,4.46
Stolo,81,3.7
Stolo,87,5.03
Stolo,81,5.67
Stolo,78,3.72
Stolo,78,3.75
Stolo,67,2.08
Stolo,57,1.29
Stolo,59,1.47
Stolo,50,0.8
Stolo,57,1.33
Stolo,50,0.9
Stolo,70,2.48
Stolo,48,0.77
Stolo,58,1.29
Stolo,50,0.81
Stolo,52,0.97
Stolo,49,0.81
Stolo,60,1.61
Stolo,54,1.01
Stolo,55,1.21
Stolo,51,0.93
Stolo,51,0.87
Stolo,44,0.64
Stolo,54,1.06
Stolo,51,0.9
Stolo,65,2.03
Stolo,55,1.1
Stolo,57,1.32
Stolo,48,0.8
Stolo,61,1.54
Stolo,53,0.09
Stolo,50,0.91
Stolo,73,2.67
Stolo,68,2.28
Stolo,51,0.9
Stolo,44,0.63
Stolo,54,1.07
Stolo,55,1.22
Stolo,40,0.51
Stolo,51,0.98
Stolo,51,0.96
Stolo,48,0.76
Stolo,54,1.12
Stolo,49,0.82
Stolo,50,0.83
Stolo,56,1.12
Stolo,61,1.66
Stolo,75,3.26
Stolo,70,2.62
Stolo,66,2.19
Stolo,48,0.76
Stolo,77,3.37
Stolo,53,1.02
Stolo,64,2.25
Stolo,58,1.3
Stolo,53,0.94
Stolo,55,1.11
Stolo,53,1.01
Stolo,40,0.43
Stolo,48,0.7
Stolo,53,1.08
Stolo,50,0.85
Stolo,48,0.77
Stolo,43,0.61
Stolo,50,0.87
Stolo,48,0.76
Stolo,68,2.11
Stolo,50,0.83
Stolo,57,1.3
Stolo,65,2.01
Stolo,76,3.25
Stolo,57,1.37
Stolo,59,1.52
Stolo,56,1.26
Stolo,54,1.02
Stolo,80,3.51
Stolo,62,1.6
Stolo,65,2.02
Stolo,73,2.82
Stolo,79,3.26
Stolo,85,2.87
Stolo,63,1.66
Stolo,62,1.64
Stolo,55,1.06
Stolo,66,2
Stolo,54,1.05
Stolo,77,3.33
Stolo,62,1.68
Stolo,62,1.76
Stolo,51,0.92
Stolo,55,1.19
Stolo,71,2.61
Stolo,68,2.08
Stolo,65,2.12
Stolo,65,1.98
Stolo,66,2.11
Stolo,70,2.57
Stolo,68,2.5
Stolo,70,2.68
Stolo,67,2.12
Stolo,70,2.46
Stolo,66,1.89
Stolo,68,2.26
Stolo,66,1.88
Stolo,73,3.25
Stolo,50,0.84
Stolo,51,0.96
Stolo,65,2
Stolo,48,0.87
Stolo,68,1.54
Stolo,50,1
Stolo,75,3.08
Stolo,54,1.03
Stolo,67,2.32
Stolo,53,1.03
Stolo,62,1.81
Stolo,68,2.37
Stolo,70,2.5
Stolo,63,1.63
Stolo,68,2.31
Stolo,52,0.89
Stolo,85,4.12
Stolo,77,3.36
Stolo,65,2.07
Stolo,54,1.16
Stolo,54,1.05
Stolo,81,3.52
Stolo,70,2.43
Stolo,81,3.92
Stolo,69,2.3
Stolo,79,3.37
Stolo,67,2.16
Stolo,71,2.61
Stolo,60,1.55
Stolo,67,2.17
Stolo,74,2.73
Stolo,67,2.13
Stolo,52,0.99
Stolo,67,2.21
Stolo,57,1.35
Stolo,64,1.65
Stolo,72,2.77
Stolo,66,1.97
Stolo,55,1.06
Stolo,52,1.01
Stolo,52,1
Stolo,64,1.88
Stolo,59,1.45
Stolo,57,1.34
Stolo,55,1.06
Stolo,55,1.2
Stolo,57,1.36
Stolo,55,1.25
Stolo,63,1.69
Stolo,64,1.83
Stolo,55,1.27
Stolo,54,1.05
Stolo,50,0.89
Stolo,67,2.1
Stolo,70,2.46
Stolo,68,1.97
Stolo,70,2.25
Stolo,70,2.3
Stolo,70,2.37
Stolo,65,1.84
Stolo,65,1.9
Stolo,63,1.55
Stolo,70,2.5
Stolo,50,0.74
Stolo,67,1.99
Stolo,67,1.98
Stolo,70,2.45
Stolo,65,1.71
Stolo,83,3.56
Stolo,82,3.22
Stolo,62,1.33
Stolo,80,3.25
Stolo,65,1.68
Stolo,77,3
Stolo,60,1.38
Stolo,89,4.12
Stolo,79,3.09
Stolo,80,3.06
Stolo,65,1.71
Stolo,80,3.21
Stolo,62,1.6
Stolo,78,2.87
Stolo,76,3.03
Stolo,65,1.7
Stolo,60,1.27
Stolo,60,1.26
Stolo,60,1.32
Stolo,63,1.47
Stolo,75,2.74
Stolo,73,2.4
Stolo,79,3.02
Stolo,65,1.62
Stolo,73,2.4
Stolo,62,1.5
Stolo,63,1.56
Stolo,79,3.12
Stolo,65,1.64
Stolo,76,3.09
Stolo,60,1.27
Stolo,62,1.46
Stolo,80,3.27
Stolo,64,1.45
Stolo,60,1.22
Stolo,80,3.18
Stolo,65,1.64
Stolo,60,1.24
Stolo,65,1.63
Stolo,75,2.96
Stolo,80,3.33
Stolo,64,1.47
Stolo,81,3.42
Stolo,63,1.55
Stolo,60,1.2
Stolo,67,1.71
Stolo,78,3.23
Stolo,60,1.09
Stolo,55,0.94
Stolo,82,3.44
Stolo,63,1.53
Stolo,64,1.54
Stolo,64,1.57
Stolo,63,1.51
Stolo,70,2.03
Stolo,83,3.72
Stolo,70,2.02
Stolo,65,1.54
Stolo,70,2.02
Stolo,60,1.2
Stolo,60,1.18
Stolo,55,0.97
Stolo,65,1.53
Stolo,57,1.14
Stolo,80,3.52
Stolo,60,1.26
Stolo,63,1.73
Stolo,60,1.42
Stolo,63,1.45
Stolo,76,2.82
Stolo,62,1.38
Stolo,67,1.64
Stolo,63,1.44
Stolo,55,0.76
Stolo,60,1.22
Stolo,80,3.17
Stolo,58,1.11
Stolo,76,2.76
Stolo,61,1.36
Stolo,58,1.09
Stolo,62,1.53
Stolo,80,3.34
Stolo,60,1.18
Stolo,57,0.87
Stolo,75,2.48
Stolo,67,1.72
Stolo,77,2.82
Stolo,70,1.81
Stolo,66,1.62
Stolo,65,1.6
Stolo,83,4.3
Stolo,67,1.73
Stolo,78,2.84
Stolo,67,1.59
Stolo,60,1.28
Stolo,80,3.02
Stolo,82,3.17
Stolo,67,1.69
Stolo,68,1.73
Stolo,65,1.93
Stolo,80,3.41
Stolo,74,2.87
Stolo,78,3.22
Stolo,78,3.16
Stolo,80,3.69
Stolo,74,3.02
Stolo,79,3.41
Stolo,79,3.4
Stolo,75,2.82
Stolo,74,2.75
Stolo,51,0.83
Stolo,51,0.82
Stolo,58,1.28
Stolo,47,0.67
Stolo,63,1.77
Stolo,78,3.44
Stolo,53,0.94
Stolo,47,0.7
Stolo,55,1.2
Stolo,45,0.57
Stolo,60,1.54
Stolo,53,1.6
Stolo,61,1.6
Stolo,83,3.95
Stolo,78,3.48
Stolo,78,3.48
Stolo,79,3.42
Stolo,74,2.81
Stolo,59,1.36
Stolo,75,3.14
Stolo,77,3.4
Stolo,75,3.03
Stolo,63,1.69
Stolo,75,2.91
Stolo,50,0.68
Stolo,77,2.92
Stolo,42,0.57
Stolo,79,3.18
Stolo,73,2.76
Stolo,77,3.3
Stolo,61,1.57
Stolo,42,0.46
Stolo,75,3.07
Stolo,59,1.36
Stolo,78,3.18
Stolo,48,0.78
Stolo,55,1.09
Stolo,80,3.41
Stolo,79,3.18
Stolo,79,3.62
Stolo,74,2.97
Stolo,77,3.15
Stolo,74,2.75
Stolo,57,1.17
Stolo,60,1.46
Stolo,60,1.41
Stolo,72,2.57
Stolo,62,1.72
Stolo,74,2.85
Stolo,78,3.21
Stolo,81,3.64
Stolo,52,0.92
Stolo,73,2.6
Stolo,54,1.18
Stolo,64,1.78
Stolo,60,1.56
Stolo,58,1.22
Stolo,54,1.01
Stolo,50,0.76
Stolo,46,0.71
Stolo,78,3.27
Stolo,77,3.42
Stolo,77,3.1
Stolo,81,3.64
Stolo,59,0.85
Stolo,75,2.81
Stolo,77,2.92
Stolo,46,0.64
Stolo,54,1
Stolo,64,1.78
Stolo,47,0.67
Stolo,55,1.23
Stolo,61,1.45
Stolo,78,3.07
Stolo,75,2.87
Stolo,58,1.28
Stolo,52,0.95
Stolo,80,3.34
Stolo,51,0.87
Stolo,53,0.95
Stolo,53,0.83
Stolo,77,3.17
Stolo,78,3.22
Stolo,54,1.02
Stolo,46,0.62
Stolo,53,0.96
Stolo,61,1.45
Stolo,63,1.63
Stolo,55,1.08
Stolo,64,1.74
Stolo,66,1.92
Stolo,64,1.58
Stolo,76,2.79
Stolo,66,1.8
Stolo,59,1.34
Stolo,65,1.82
Stolo,58,1.19
Stolo,65,1.74
Stolo,75,2.64
Stolo,78,2.99
Stolo,62,1.48
Stolo,68,2.04
Stolo,62,1.54
